Employee_ID,Employee_Name,Department,Skillset,Experience_Years,Knowledge_Rating,Employee_Satisfaction,Media_Sentiment,Retention_Score,Growth_Propensity
a4bafea2-40e9-4210-bbb2-67ffead6cc42,Kayla Villarreal,Finance,Financial Analysis,11,1.3631665135546984,4.70568437386475,-0.15495495291313155,0.37080130667471134,0.21473192287082754
fc767e51-3e5c-4ef0-819a-75b873227de4,Cynthia Johnston,Marketing,Programming,10,4.6974609386194945,2.520542739996323,0.6067561005549715,0.438085048089648,0.824848539261729
ab3eb0de-0828-4e0b-bfef-28f3e6913bb2,Benjamin Gill,Finance,Marketing Strategy,12,3.317477465064163,1.0467851739186953,0.8044797729213382,0.4792171284923382,0.14681872776630867
cc7ab08e-7717-496d-857f-d1ef79f0e078,Andrea Lee,Finance,Marketing Strategy,12,4.1223565879569986,4.119355085691289,0.09133801278184905,0.30894697451818864,0.6118660920448876
824adc76-3f73-4001-afba-0675e2476442,Donna Powell,IT,Marketing Strategy,15,4.4998860484925425,3.0592718426950274,0.9668976985980271,0.39072410629203147,0.18332740377488543
1aa9d70d-2be5-4886-93ac-977e09465b11,Amanda Wong,Marketing,Programming,5,1.7808008066296206,2.852932807772059,-0.03424117114427938,0.3568918732205628,0.22125749984045273
53aac88b-40fd-454a-aa91-54782f2d79db,William Wilson,Marketing,Marketing Strategy,15,3.8823132582811724,2.6202402257054063,0.9252475578478918,0.9030808424076958,0.5999129166727619
6d6dc326-a8ad-455d-b88a-7e894699f8c2,Heather Fitzgerald,Marketing,Financial Analysis,13,3.3233526744621664,3.566925831788101,0.7103232763395333,0.832202170349128,0.47882428439897795
db5dabd4-a90a-4f6c-acb5-17771de0fae9,Amy Jenkins,Marketing,Programming,10,3.5560278404811503,1.3806980998715361,-0.9062155217881196,0.49694132877476616,0.8162541316825891
de392f58-5bbc-40f1-aeb2-8ef7d28fd997,Richard Fields,Marketing,Marketing Strategy,1,4.606469951572267,1.9224068798308824,0.3681969429780936,0.8463555961673032,0.5997851738391096
3264bbc0-5d8a-4cbe-a86d-efc1c7a1944b,Phillip Austin,Finance,Programming,14,4.151866275352445,4.333765397875245,0.4801806093571255,0.33767147969605493,0.1391604881679832
d9a866a1-8575-4e56-9e20-92fe19fc45d8,Sandra Martinez,Marketing,Marketing Strategy,4,3.2000257007895665,3.8194502615817654,0.422421162708156,0.14503090611625624,0.49602688533959705
907ed6af-bb6b-43c1-a4cd-3e89d365c884,Brooke Grimes,Marketing,Marketing Strategy,9,1.477332890625716,1.7082978059623577,0.45376941773100166,0.2930762997981501,0.8072716586812065
3d2be807-55ff-49b4-af1f-6fea5cb0bc5f,Richard Anthony,IT,Marketing Strategy,7,2.5806468658014525,4.923706080738614,-0.29626895713797285,0.4615545101334133,0.8715935867242726
56e7ff4c-f743-42e8-98b9-73538ec62a16,Donna Parker,IT,Programming,5,2.7346564584717146,2.493946913135593,0.7072887408251336,0.9954918232506995,0.6531087632799505
f333125d-b164-4d02-9ceb-32b460099c31,Erin Roach,Finance,Programming,14,2.706543638391219,3.9704176993309317,-0.15090412267489373,0.2857774902228334,0.07143559897192431
a3b83c20-2a2e-4da6-bcd3-01979e404200,Brandon Martinez,Finance,Financial Analysis,15,2.518102226777858,1.1916397168776416,0.5256631492783717,0.5057408557978527,0.22147033907646207
b9ea9396-afb6-4a2d-a853-0a61a9265503,Jessica Hernandez,IT,Financial Analysis,7,4.599748409776678,1.0395725949033654,0.5610923091005293,0.6214226014897375,0.8120584285488419
f88305a7-3f19-4dd7-b208-8c7cbd8e5bcf,Glenn Huber,Finance,Programming,15,3.711999558026662,4.22358630279726,-0.44776416388012463,0.5318563934285944,0.15539148346934106
aa63ddaa-be86-4694-b3b6-3d468db0b0cb,Eric Campbell,Finance,Programming,10,4.669337520866923,2.026355745503616,-0.4016778705713886,0.4476189529100866,0.21256949033164307
8263a153-53cf-4a98-9f18-75f09aa5f149,James Ellis,Finance,Marketing Strategy,9,2.2676468396257268,4.975999696523383,-0.5861243957602302,0.9367146327597354,0.016988785287853303
200a6f10-b594-46ee-bf7e-e49e4728a74f,Alyssa Thomas,IT,Marketing Strategy,8,3.5611841410095852,1.261784420525656,0.13092257122429674,0.1418814819012051,0.1008750792016857
fdb90c7a-c172-4a54-8c1b-844352b85766,Kathleen Lee,IT,Marketing Strategy,7,1.2445708980053487,1.5911814691905115,0.3012218438516774,0.7143725481797307,0.5656203144840491
8a97c364-538f-4ed9-854b-87f98c7c8a8f,Kyle Scott,Finance,Programming,3,1.144144087225535,4.567857835737648,0.6041813263664271,0.8092270757246784,0.08790801410019
3de4071e-7191-4c0d-99a3-9ec82e9cde8c,Sarah Ward,Finance,Marketing Strategy,1,3.784216414354917,1.0300231786423715,0.23297809560572946,0.06250711352299176,0.9666775603419349
92f668dc-485e-4053-a3dd-0395e16ee117,Chase Mason,Finance,Programming,6,1.324072853975184,1.7871101767357631,0.8457104654872856,0.8869939768758093,0.5538266556249493
5b5ace75-3538-4dde-9b69-4cfb2a6d220c,Rachel Martinez,Finance,Marketing Strategy,1,3.824803981479407,3.7845417125808565,-0.30035361783429515,0.5527160084076058,0.39942204038692086
8bc2063e-000a-4518-b9f3-5074f343066c,Julie Daniel,Marketing,Programming,11,3.947909724775518,4.40806432704783,0.8284926266472774,0.336243294010681,0.24829824456498095
c199f417-7129-4056-b672-3e42db3d7f6c,Katrina Gonzales,Marketing,Programming,1,2.734757759667358,1.4670159520710975,0.37647860079370066,0.5678650185575421,0.522477460108562
12fadec6-a380-4996-9f10-7a6d8ff2d3b7,Lawrence Berry,Marketing,Programming,7,3.0224099458922318,1.5426234321899703,-0.7209733661755948,0.7565735928159324,0.5521927969059384
3cf4879b-eaee-4438-8d1d-27bf8fb07ec8,Kevin Mitchell,Finance,Programming,11,4.978169189365396,1.0219096765494249,-0.18176415413593694,0.41662559847269764,0.288535243509239
e448fe60-f237-422d-a221-91ae3b016879,Anthony Brewer,Marketing,Programming,5,2.1793622102113357,3.8066125123812085,0.18049791777429536,0.5808757875195187,0.04827759486512606
fe73200e-974a-4a29-afb3-7c4d3edcdc01,George Tanner,Marketing,Financial Analysis,9,1.6842984632078326,3.778485642933144,-0.8046186197674303,0.08518699299128263,0.27291689974578304
ef99af32-5b5d-4ce6-ac2c-ecb2218ab0f8,Michael Goodman,IT,Marketing Strategy,10,2.615826583207739,1.3180185632260542,-0.3091879760069054,0.7674260629643022,0.29754763417627594
b2c54005-ddbc-4fa2-a6c2-1ff27284cc01,Amanda Caldwell,Finance,Financial Analysis,8,3.011729865435413,3.607337927488851,0.1602500507774467,0.5086789869070075,0.991885443660303
440af0db-139e-4f05-90c8-d407456a4e42,Nancy Jackson,Marketing,Financial Analysis,11,3.614800660436948,4.707969963015067,0.6266044732699696,0.01798067229475797,0.6563782226731444
e8c77f7b-084e-4784-a8de-d710abedb839,Edward White,IT,Financial Analysis,3,3.809846780540689,1.0388471763686202,-0.1291610333673543,0.5893708906391277,0.6551041988974523
45b41643-57e1-47ce-bdd9-05aaf34df710,Adrian Marshall,IT,Programming,8,1.7653672433520011,2.2037576797781964,-0.20087138567223173,0.21108594495526256,0.7478472721877127
4e08064a-580f-4c2d-a44e-42c2032c37b3,Paula Pitts,IT,Programming,10,1.2194893961046045,4.497773872555268,-0.6231335302781189,0.09059227772660239,0.09277321243805925
a0d0f636-719f-4e95-af06-93e39f9bda3c,Shannon Strickland,IT,Financial Analysis,6,3.1036937450781807,4.018963807823965,0.984474291819065,0.02227642377613881,0.8703061165327469
6efe7385-b2ef-4c43-829c-51bbeeb0d4f6,Susan Livingston MD,IT,Financial Analysis,13,1.808993643258567,4.445233662904468,0.4609638817795998,0.6345936660034734,0.6032759278479
74f0f697-4d09-49e5-8508-afd27fd0cb63,Julie Baldwin,Finance,Financial Analysis,13,2.6485900887606744,4.99222663879959,0.9450668006798815,0.5723731583278886,0.5892889215393814
adfe7691-562d-4645-8a85-b1da2488713e,Dr. Andrew Fisher,Finance,Financial Analysis,15,4.519162784835066,1.0823041684604005,0.7944693769877318,0.5958215584764028,0.7153794961238733
93e9203b-f6a3-41f2-9984-ef8b94f18f30,Amber Wu,Marketing,Marketing Strategy,3,4.690427365082803,1.400418104663396,-0.2327463723922214,0.29940358670042877,0.4732691822821472
53d6333d-0d2c-4832-b0ee-aa19ad14cffd,April Warren,IT,Programming,5,1.0515018639188702,3.766274304050677,0.743128822445164,0.25817275390544026,0.11647278781298986
7a64af97-19ed-47fc-845b-17f4c0685cfa,Mark Hicks,Marketing,Programming,8,1.972512725191069,1.3294249641726594,-0.8587341278353022,0.6808932074604774,0.2937996559071536
71307c6c-1f9c-4fc7-a9e2-51144369badc,Gary Alvarado,Finance,Programming,6,1.7038491745968711,2.2637358633272844,-0.38605369435700054,0.7757329799299434,0.7007862751848006
bc495241-9c47-48f1-bedf-570251ea8deb,Amanda Esparza,Finance,Financial Analysis,14,1.4878973355367897,3.8045014387485954,0.4067809359315824,0.34826972752785734,0.8422490609780264
d10e7f24-d432-4752-ab83-7621224a2f0e,David Bell,IT,Marketing Strategy,10,2.0633102398140615,2.5441635465860144,-0.7046888497286163,0.6460099802382906,0.5202020135626086
7ac44002-1c22-4a31-9c5e-c2c58db394d9,Erin Webster,Finance,Financial Analysis,14,4.307464537104685,3.959264004394614,-0.8813824419620526,0.11646142066994303,0.8169638061862691
85f75b2f-f6b9-4349-bb8b-664bda9d9d96,Maria Morris,Marketing,Marketing Strategy,13,2.302929837804225,2.723891823378453,-0.20235074692820887,0.8252530579474505,0.1564114761436053
80ff6f46-2b6d-4b5a-a322-0ef55b6de9a2,Emily Johnson,IT,Financial Analysis,10,4.8497877571148855,3.9099117157207908,-0.2947013714800706,0.29212309744460785,0.6740482906417545
7f4577a5-39df-4c47-ba6c-032774c63b26,Brandy Smith,Marketing,Programming,10,3.3050913560130124,4.2060147842679125,0.19779842761802024,0.9050640260419617,0.5124842326064887
0ae79a5c-eb2b-4fc8-8185-62b86ad5ed92,Sherri Wiggins,Marketing,Programming,11,4.601437500012052,3.1158996007302506,-0.9673324177804705,0.016422169043852852,0.10827207616397383
d8e65926-a58f-4fe4-8bfa-b7083436bdf2,Richard Mack,Finance,Financial Analysis,4,1.6669492350579929,1.7401021534411236,0.2727926007551442,0.6419176533599866,0.8140500996950366
8db4cab5-42c5-4110-8793-205cdeebc9ea,Jason Cox,Finance,Programming,8,2.928191508663377,3.1820029390559723,-0.22280345311377103,0.5442175748659298,0.8807922046858799
0aa478b2-0b23-40c4-90d1-6b7ebc4ece53,Willie Weaver,IT,Marketing Strategy,4,1.3486991931388252,1.3673517424048476,-0.48778229496013314,0.5605804773487142,0.23732584373581633
